Local;Número;Título;Fase;Tier;Change Manager;Iniciador;Representante da qualidade;Prod Impact;Reg. Impact;Change Driver;Created;Approval;Planned Completion;Planned Verification;Planned Regulatory Closure Date;Closed;Change Mgr Dept;Site Review Council;Is there artwork impact?;Actual Regulatory Approval Date;Quality Verification Completion Date;Regulatory Rep
Cruzeiro;CR009916;Transferência de tecnologia de fabricação do produto Solutick para o site da MSD Cruzeiro;Closed;Tier 2;Renata Lima;Renata Lima;Samira Gaspar;Yes;Yes;Business/process improvement or change;mai 17, 2019;ago 20, 2019;abr 8, 2022;abr 23, 2022;abr 27, 2023;mai 25, 2022;GTO-PTS;Izabel Barcza;;abr 27, 2023;abr 27, 2022;"Heloiza Pereira; Aline Ishziuka"
Cruzeiro;CR009832;Alteração na arte 2000913 Rótulo Bula Panacur Suspensão 10 % 10 L Verso - Nacional;Closed;Tier 1;;Vilmar Alves;Samira Gaspar;;;;mai 14, 2019;mai 31, 2019;ago 23, 2019;set 7, 2019;;set 27, 2021;;;;;;
Cruzeiro;CR009669;Envase do produto Masti-Seal China 004/19 utilizando corpo de seringa fabricado em 2019 e êmbolo de 2016;Closed;Tier 1;Sara Souto;Sara Souto;Samira Gaspar;No;No;Business/process improvement or change;mai 6, 2019;mai 8, 2019;ago 26, 2019;set 10, 2019;;set 21, 2021;Packaging;;;;;Aline Ishziuka
Cruzeiro;CR009625;Otimização dos BRs de formulação C-BR-4000323 e C-BR-4000324;Closed;Tier 1;;Lucas Cardoso dos Santos;Samira Gaspar;;;;mai 2, 2019;mai 7, 2019;out 27, 2020;nov 11, 2020;;set 27, 2021;;;;;;
Cruzeiro;CR009616;Alteração no processo de envase do Panacur 20 ml, com a retirada do batoque da etapa de envase.;Closed;Tier 1;Suyane Zaparoli;Suyane Zaparoli;Samira Gaspar;No;No;Business/process improvement or change;mai 2, 2019;jul 3, 2019;jun 24, 2020;jul 9, 2020;;set 25, 2021;Validation/Qualification;;;;;"Raquel Pinto Lopes; Aline Ishziuka"
Cruzeiro;CR009615;Alteração no processo de envase do Panacur 20 ml, com a retirada do batoque da etapa de envase.;Cancelled;;;Suyane Zaparoli;;;;Quality/Compliance;mai 2, 2019;;;;;;;;;;;
Cruzeiro;CR009599;Criação de códigos no SAP para colmeias utilizadas em displays;Closed;Tier 1;;Sara Souto;Samira Gaspar;;;;mai 1, 2019;mai 13, 2019;out 28, 2019;nov 12, 2019;;set 30, 2021;;;;;;
Cruzeiro;CR009472;"Inclusão do número mínimo de Cortes e ""Enrolar"" nos Batch Records e procedimentos (POP) de formulação dos produtos Crestar IVG 0,186g e Crestar IVG 0,333g.";Closed;Tier 1;Luiz Fernando Mendes;Luiz Fernando Mendes;Samira Gaspar;No;No;Business/process improvement or change;abr 24, 2019;mai 6, 2019;nov 20, 2020;dez 5, 2020;;set 25, 2021;GTO-PTS;;;;;Raquel Pinto Lopes
Cruzeiro;CR009444;Atualização de especificação e arte do material 2087543 Rótulo Bula Butox PCE 20 mL;Closed;Tier 1;;Sara Souto;Samira Gaspar;;;;abr 23, 2019;abr 26, 2019;jun 27, 2019;jul 12, 2019;;set 27, 2021;;;;;;
Cruzeiro;CR009394;Revisão de Procedimento e Batch Record de Butox 5%;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;abr 18, 2019;abr 23, 2019;mai 31, 2019;jun 15, 2019;;set 27, 2021;;;;;;
Cruzeiro;CR009390;Processo de reembalagem dos lotes 018/19, 020/19 e 021/19 do produto Butox PCE 25 20 mL (5000240);Closed;Tier 1;Sara Souto;Sara Souto;Samira Gaspar;No;No;Business/process improvement or change;abr 18, 2019;jun 7, 2019;jun 20, 2019;jul 5, 2019;;set 21, 2021;Packaging;;;;;Raquel Pinto Lopes
Cruzeiro;CR009330;Adequação da especificação da Matéria Prima Diclorofention com a especificação do fornecedor;Closed;Tier 2;Renata Lima;Renata Lima;Samira Gaspar;Yes;Yes;Business/process improvement or change;abr 16, 2019;jul 1, 2019;nov 23, 2022;dez 8, 2022;ago 14, 2023;nov 8, 2022;GTO-PTS;Izabel Barcza;;nov 4, 2022;out 27, 2022;"Raquel Pinto Lopes; Aline Ishziuka"
Cruzeiro;CR009315;Substituição de material de embalagem primário na ordem de envase do produto Mast-Seal 003/19;Cancelled;;Sara Souto;Sara Souto;Samira Gaspar;;;Business/process improvement or change;abr 15, 2019;;;;;;Packaging;;;;;
Cruzeiro;CR009299;Revisar os Batches Records C-BR-4000323 01 Crestar IVG 0,186g – Granel e C-BR-4000324 01 Crestar IVG 0,333g – Granel para inclusão da balança etiquetadora;Closed;Tier 1;;Lucas Cardoso dos Santos;Samira Gaspar;;;;abr 12, 2019;abr 12, 2019;ago 28, 2020;set 12, 2020;;set 27, 2021;;;;;;
Cruzeiro;CR009278;Alteração nos títulos dos logbooks do P&D e cancelamento de logbooks inativos;Closed;Tier 1;;Willian Douglas Barreto;Samira Gaspar;;;;abr 11, 2019;abr 16, 2019;jun 21, 2019;jul 6, 2019;;set 25, 2021;;;;;;
Cruzeiro;CR009243;Correção da informação da rotação no Batch Record C-BR-4087886 Panacur Suspensão 10% Granel em relação ao seu procedimento;Closed;Tier 1;;Lucas Cardoso dos Santos;Samira Gaspar;;;;abr 10, 2019;abr 10, 2019;jun 28, 2019;jul 13, 2019;;set 27, 2021;;;;;;
Cruzeiro;CR009168;Exclusão da Análise do Óleo de Algodão antes das Formulações do Butox PCE;Closed;Tier 1;;Aline Bormio;Samira Gaspar;;;;abr 5, 2019;abr 22, 2019;nov 14, 2019;nov 29, 2019;;set 28, 2021;;;;;;
Cruzeiro;CR009153;ENDOS RETROFIT PROJECT - MISTURADOR PLANETÁRIO;Closed;Tier 1;Leonardo Guedes;Marcus de Souza Motta;Maria Leticia Vilas Boas;No;No;Safety and Environmental;abr 4, 2019;ago 7, 2019;abr 24, 2020;mai 9, 2020;;set 20, 2021;Engineering;;;;;Raquel Pinto Lopes
Cruzeiro;CR009152;ENDOS RETROFIT PROJECT - COMPRESSORA DE COMPRIMIDOS;Closed;Tier 1;Leonardo Guedes;Marcus de Souza Motta;Maria Leticia Vilas Boas;No;No;Safety and Environmental;abr 4, 2019;out 7, 2019;abr 28, 2020;mai 13, 2020;;set 20, 2021;Engineering;;;;;Raquel Pinto Lopes
Cruzeiro;CR009102;Revalidação do Processo de Formulação e validação do processo de envase do Sofomax/Fluxacur Suspensão (5L).;Closed;Tier 2;Suyane Zaparoli;Suyane Zaparoli;Samira Gaspar;Yes;Yes;Business/process improvement or change;abr 2, 2019;abr 11, 2019;out 22, 2021;nov 6, 2021;nov 8, 2021;nov 8, 2021;Validation/Qualification;Izabel Barcza;;;;Aline Ishziuka
Cruzeiro;CR009078;Criação de uma nova embalagem do produto Endal Comprimidos para o país Colômbia;Closed;Tier 1;Sara Souto;Sara Souto;Samira Gaspar;No;No;Business/process improvement or change;abr 1, 2019;abr 9, 2019;ago 14, 2019;ago 29, 2019;;set 21, 2021;Packaging;;;;;Aline Ishziuka
Cruzeiro;CR009073;Cancelamento de Batches Records Obsoletos;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;abr 1, 2019;mai 21, 2019;jun 17, 2019;jul 2, 2019;;set 25, 2021;;;;;;
Cruzeiro;CR009011;ENDOS RETROFIT PROJECT - Alterar dimensões de bandejas da ESTU011C.;Closed;Tier 1;Leonardo Guedes;Marcus de Souza Motta;Maria Leticia Vilas Boas;No;No;Safety and Environmental;mar 27, 2019;ago 7, 2019;abr 24, 2020;mai 9, 2020;;set 20, 2021;Engineering;;;;;Raquel Pinto Lopes
Cruzeiro;CR009010;ENDOS RETROFIT PROJECT (FABRICAÇÃO DE COMPRIMIDOS) - SISTEMAS DE VENTILAÇÃO;Closed;Tier 2;Leonardo Guedes;Marcus de Souza Motta;Maria Leticia Vilas Boas;No;Yes;Safety and Environmental;mar 27, 2019;ago 7, 2019;nov 20, 2020;dez 5, 2020;set 22, 2021;set 22, 2021;Engineering;Izabel Barcza;;;;Raquel Pinto Lopes
Cruzeiro;CR008896;Harmonização da arte da tira de alumínio dos produtos Endal e Endal Plus para os países Colômbia, Brasil e México;Closed;Tier 1;Sara Souto;Sara Souto;Samira Gaspar;No;No;Business/process improvement or change;mar 22, 2019;jun 17, 2019;jun 26, 2020;jul 11, 2020;;set 28, 2021;Packaging;;;;;"Aline Ishziuka; Raquel Pinto Lopes"
Cruzeiro;CR008838;Correção na técnica de análise do Fenbendazol;Closed;Tier 1;;Aline Bormio;Samira Gaspar;;;;mar 20, 2019;mar 22, 2019;abr 26, 2019;mai 11, 2019;;set 25, 2021;;;;;;
Cruzeiro;CR008815;Atualização de LogBooks da área de Produção;Cancelled;Tier 1;;Eduardo Barros;;;;;mar 19, 2019;;;;;;;;;;;
Cruzeiro;CR008680;Redução da altura de empilhamento e parâmetros por pallet da Bombona 10 L Autoempilhável (2000832) utilizada para o acondicionamento do produto Panacur Suspensão 10% 10 L;Closed;Tier 1;;Vilmar Alves;Samira Gaspar;;;;mar 12, 2019;mar 14, 2019;abr 26, 2019;mai 11, 2019;;set 27, 2021;;;;;;
Cruzeiro;CR008523;;Cancelled;;Suyane Zaparoli;Suyane Zaparoli;;;;;mar 1, 2019;;;;;;Validation/Qualification;;;;;
Cruzeiro;CR008520;Alteração da especificação microbiológica e exclusão do teste de volume para o produto Potenty;Closed;Tier 2;Suyane Zaparoli;Suyane Zaparoli;Samira Gaspar;No;Yes;Business/process improvement or change;mar 1, 2019;mar 14, 2019;nov 27, 2020;dez 12, 2020;set 22, 2021;set 22, 2021;Validation/Qualification;Izabel Barcza;;;;Raquel Pinto Lopes
Cruzeiro;CR008471;Reforma do piso da triagem de resíduos;Closed;Tier 1;Williseane Guimaraes Portugal;Natalia Quaresma;Samira Gaspar;No;No;Safety and Environmental;fev 27, 2019;mar 7, 2019;mar 29, 2019;abr 13, 2019;;set 20, 2021;SHE;;;;;Raquel Pinto Lopes
Cruzeiro;CR008466;Auditoria Corporativa 2018 (110494) - Critical Finding 114535 - Troca do Sistema de Água Purificada;Closed;Tier 2;Pedro Bonfim;Pedro Bonfim;Samira Gaspar;No;No;Quality/Compliance;fev 27, 2019;out 1, 2019;jul 7, 2023;jul 22, 2023;;jul 21, 2023;GTO-PTS;Izabel Barcza;;;jul 21, 2023;"Raquel Pinto Lopes; Aline Ishziuka"
Cruzeiro;CR008437;Alterações nas artes e especificações da Tira de Alumínio dos produtos Endal Plus Comprimidos Nacional e México;Closed;Tier 1;;Vilmar Alves;Samira Gaspar;;;;fev 25, 2019;mar 1, 2019;dez 19, 2019;jan 3, 2020;;set 27, 2021;;;;;;
Cruzeiro;CR008348;Inclusão do pictograma de risco inflamável e etiqueta quantidade limitada na arte da caixa C31-V;Closed;Tier 1;;Sara Souto;Samira Gaspar;;;;fev 20, 2019;mar 8, 2019;mai 13, 2019;mai 28, 2019;;set 27, 2021;;;;;;
Cruzeiro;CR008279;Revisar os Batches Records de Envase de Calminex em relação à sequência de envase;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;fev 15, 2019;fev 18, 2019;fev 28, 2019;mar 15, 2019;;set 25, 2021;;;;;;
Cruzeiro;CR008222;Alteração nas artes do produto Panacur Suspensão 10 % Nacional;Closed;Tier 1;;Sara Souto;Samira Gaspar;;;;fev 14, 2019;mar 8, 2019;mar 23, 2020;abr 7, 2020;;set 27, 2021;;;;;;
Cruzeiro;CR008210;;Cancelled;;;Samira Gaspar;;;;;fev 13, 2019;;;;;;;;;;;
Cruzeiro;CR008167;Divisional Audit 2018 (110494) - Critical Finding 114535 - PW System (Mitigation Plan);Closed;Tier 2;Pedro Bonfim;Pedro Bonfim;Izabel Barcza;Yes;No;Quality/Compliance;fev 11, 2019;fev 15, 2019;mar 31, 2019;abr 15, 2019;;abr 9, 2019;GTO-PTS;Izabel Barcza;;;;
Cruzeiro;CR008148;Adequação do Batch Record de embalagem 5000322 – Panacur Suspensão 10% 10 L para inclusão do kit de bico aplicador e etiqueta rótulo caixa.;Closed;Tier 1;;Suyane Zaparoli;Samira Gaspar;;;;fev 8, 2019;fev 21, 2019;jul 24, 2019;ago 8, 2019;;set 27, 2021;;;;;;
Cruzeiro;CR008144;Transferência da responsabilidade de análise de umidade dos comprimidos do controle de qualidade para produção e cancelamento das análises de dureza realizadas pelo controle de qualidade.;Closed;Tier 1;;Suyane Zaparoli;Samira Gaspar;;;;fev 8, 2019;mar 13, 2019;fev 22, 2021;mar 9, 2021;;set 28, 2021;;;;;;
Cruzeiro;CR008125;Adequação da faixa de controle em processo de peso para o Masti-Seal.;Closed;Tier 1;;Suyane Zaparoli;Samira Gaspar;;;;fev 7, 2019;fev 20, 2019;set 26, 2019;out 11, 2019;;set 27, 2021;;;;;;
Cruzeiro;CR008112;Adequação da metodologia de análise do Meticorten 20 mg ao Relatório Técnico vigente, para parâmetro de Dureza.;Closed;Tier 1;;Suyane Zaparoli;Samira Gaspar;;;;fev 7, 2019;fev 13, 2019;fev 18, 2019;mar 5, 2019;;ago 23, 2021;;;;;;
Cruzeiro;CR008091;Adequação dos Batches Records de Envase do produto Triatox/Taktic;Closed;Tier 1;;Lucas Cardoso dos Santos;Samira Gaspar;;;;fev 6, 2019;fev 7, 2019;mar 29, 2019;abr 13, 2019;;set 28, 2021;;;;;;
Cruzeiro;CR008071;Inclusão de etiqueta no produto Panacur Susp. 10%, 10L, com informações necessárias para atendimento à ANTT 5232;Cancelled;;;Tiago Miquelim;;;;Business/process improvement or change;fev 5, 2019;;;;;;;;;;;
Cruzeiro;CR008064;Atualização da Etiqueta de Amostragem 3000452;Closed;Tier 1;;Aline Bormio;Samira Gaspar;;;;fev 5, 2019;fev 13, 2019;mai 31, 2019;jun 15, 2019;;set 27, 2021;;;;;;
Cruzeiro;CR008057;Panacur 10% - Transporte de Produto Perigoso (ONU 3082);Cancelled;;Rafael dos Santos;Rafael dos Santos;Maria Leticia Vilas Boas;;;Safety and Environmental;fev 5, 2019;;;;;;SHE;;;;;
Cruzeiro;CR008013;Atualização da especificação do material 2000832 para incluir os critérios de aprovação visual no recebimento;Closed;Tier 1;;Tiago Miquelim;Samira Gaspar;;;;fev 4, 2019;fev 13, 2019;mar 28, 2019;abr 12, 2019;;set 25, 2021;;;;;;
Cruzeiro;CR007900;Desenvolvimento do fabricante Yangzhou Tianhe Pharmaceutical para o material Fluazuron;Closed;Tier 2;Tiago Miquelim;Andre Carmo;Samira Gaspar;No;Yes;Business/process improvement or change;jan 29, 2019;mai 10, 2019;jul 25, 2022;ago 9, 2022;jul 25, 2023;ago 9, 2022;Packaging;Izabel Barcza;;ago 9, 2022;ago 2, 2022;Aline Ishziuka
Cruzeiro;CR007899;Alteração do fornecedor de Rótulos para AlphaColor;Closed;Tier 1;Maria Paula Para Nogueira;Andre Carmo;Samira Gaspar;No;No;Business/process improvement or change;jan 29, 2019;out 1, 2019;jun 27, 2022;jul 12, 2022;;jul 8, 2022;Packaging;;;;jul 8, 2022;Aline Ishziuka
Cruzeiro;CR007898;Alteração do Fornecedor de Cartuchos, Displays e Bulas para Brogotá;Closed;Tier 1;Sara Souto;Andre Carmo;Samira Gaspar;No;No;Business/process improvement or change;jan 29, 2019;mar 25, 2019;set 28, 2020;out 13, 2020;;out 1, 2021;Packaging;;;;;"Aline Ishziuka; Raquel Pinto Lopes"
Cruzeiro;CR007827;Validação de limpeza do sistema de envase Wada (ENVL003C) para o pior caso Triatox;Closed;Tier 1;Murilo Antunes;Murilo Antunes;Samira Gaspar;No;No;Business/process improvement or change;jan 25, 2019;fev 7, 2019;nov 29, 2019;dez 14, 2019;;out 1, 2021;GTO-PTS;;;;;Raquel Pinto Lopes
Cruzeiro;CR007739;Atualização da especificação do material 2001354 - Frasco Coex 500 mL;Closed;Tier 1;;Sara Souto;Samira Gaspar;;;;jan 21, 2019;fev 20, 2019;mai 10, 2019;mai 25, 2019;;set 27, 2021;;;;;;
Cruzeiro;CR007733;Redução da altura da caixa CP45-V (2000749) utilizada para o acondicionamento do produto Tick Gard Pour On 5 L;Closed;Tier 1;;Sara Souto;Samira Gaspar;;;;jan 21, 2019;jan 25, 2019;set 19, 2019;out 4, 2019;;set 27, 2021;;;;;;
Cruzeiro;CR007713;Atualização da especificação do material Alça em Nylon para frasco 5 L (2000782);Closed;Tier 1;;Sara Souto;Juliana Oliveira Silva;;;;jan 18, 2019;fev 13, 2019;fev 18, 2019;mar 5, 2019;;fev 13, 2019;;;;;;
Cruzeiro;CR007693;Atualização da versão do sistema Perceptec DHT2000;Cancelled;;;Alvaro Sanchez;;;;;jan 17, 2019;;;;;;;;;;;
Cruzeiro;CR007691;Atualização da versão do sistema Perceptec DHT2000.;Closed;Tier 2;Alvaro Sanchez;Alvaro Sanchez;Juliana Oliveira Silva;No;No;Business/process improvement or change;jan 17, 2019;jan 25, 2019;set 27, 2019;out 12, 2019;;jul 16, 2020;IT;Izabel Barcza;;;;
Cruzeiro;CR007690;Atualização da versão do sistema Perceptec DHT2000;Cancelled;Tier 1;;Alvaro Sanchez;Juliana Oliveira Silva;;;;jan 17, 2019;;;;;;;;;;;
Cruzeiro;CR007628;Atualização do Batch Record C-BR-4000326 - Camisa 0,186g - Injeção;Closed;Tier 1;;Lucas Cardoso dos Santos;Samira Gaspar;;;;jan 15, 2019;mar 8, 2019;mai 31, 2019;jun 15, 2019;;set 25, 2021;;;;;;
Cruzeiro;CR007626;Adequação do procedimento e Batch Records do sistema de Injeção do Crestar IVG para limpeza em campanha.;Cancelled;Tier 1;;Lucas Paixao;Lucas Paixao;;;;jan 15, 2019;;dez 11, 2020;dez 26, 2020;;;;;;;;
Cruzeiro;CR007610;Aprovação do material Triclabendazol para o fornecedor Alivira Animal Health Ltd - CSID-1273779;Closed;Tier 2;Tiago Miquelim;Andre Carmo;Samira Gaspar;Yes;Yes;Business/process improvement or change;jan 14, 2019;fev 26, 2019;abr 25, 2022;mai 10, 2022;abr 6, 2022;abr 6, 2022;Quality Assurance;Izabel Barcza;;abr 6, 2022;abr 4, 2022;Aline Ishziuka
Cruzeiro;CR007547;Transferência da responsabilidade do C-CQ-MALQ-020 Teste de vedação de blisteres, para a área de CEP;Closed;Tier 1;Tiago Miquelim;Luciene Ribeiro;Samira Gaspar;No;No;Business/process improvement or change;jan 9, 2019;fev 20, 2019;abr 19, 2019;mai 4, 2019;;set 21, 2021;Packaging;;;;;Raquel Pinto Lopes
Cruzeiro;CR007475;Validação de Limpeza dos Sistemas de Formulação e Envase do Produto Matabicheiras Cooper Líquido;Cancelled;Tier 1;Murilo Antunes;Murilo Antunes;Samira Gaspar;No;No;Business/process improvement or change;jan 4, 2019;;fev 18, 2021;mar 5, 2021;;;GTO-PTS;;;;;
Cruzeiro;CR007441;Utilização da etiqueta de quantidade limitada não registrada no sistema SAP;Closed;Tier 1;;Tiago Miquelim;Maria Leticia Vilas Boas;;;;jan 2, 2019;jan 4, 2019;jan 21, 2019;fev 5, 2019;;mar 4, 2019;;;;;;
Cruzeiro;CR007432;Exclusão de campos fixos de princípio ativo e q.s.p. do Batch Record de Butox P CE - Granel - 4087211;Closed;Tier 1;;Eduardo Barros;Maria Leticia Vilas Boas;;;;jan 2, 2019;jan 3, 2019;jan 25, 2019;fev 9, 2019;;mar 4, 2019;;;;;;
Cruzeiro;CR007400;TR#1367690 - Utilização de frasco Coex com 3 camadas (Incapack);Closed;Tier 1;;Juliana Silva;Samira Gaspar;;;;dez 20, 2018;fev 5, 2019;jun 18, 2021;jul 3, 2021;;set 28, 2021;;;;;;
Cruzeiro;CR007380;Utilização de plataforma elevatória no Almoxarifado/Expedição e demais áreas.;Closed;Tier 1;Leonardo Guedes;Leonardo Guedes;Samira Gaspar;No;No;Safety and Environmental;dez 19, 2018;jan 23, 2019;mai 24, 2019;jun 8, 2019;;set 20, 2021;Maintenance;;;;;Raquel Pinto Lopes
Cruzeiro;CR007378;Revisão do Batch Record C-BR-5000791 - Butox 2,5% EC 100 ml - Butox;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;dez 19, 2018;jan 7, 2019;jan 25, 2019;fev 9, 2019;;jan 31, 2019;;;;;;
Cruzeiro;CR007369;Mudança de local do carregador de empilhadeiras no Almoxarifado.;Closed;Tier 1;Leonardo Guedes;Leonardo Guedes;Samira Gaspar;No;No;Safety and Environmental;dez 19, 2018;fev 5, 2019;abr 15, 2021;abr 30, 2021;;set 20, 2021;Maintenance;;;;;Raquel Pinto Lopes
Cruzeiro;CR007346;Correção do código do produto Masti-Seal China no Batch Record C-BR-5000352;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;dez 18, 2018;dez 18, 2018;dez 20, 2018;jan 4, 2019;;jan 31, 2019;;;;;;
Cruzeiro;CR007265;Alteração da Tampa COEX 5 L para o produto Panacur Suspensão 10 L;Closed;Tier 1;;Vilmar Alves;Samira Gaspar;;;;dez 12, 2018;dez 13, 2018;dez 17, 2018;jan 1, 2019;;dez 14, 2018;;;;;;
Cruzeiro;CR007242;Adoção de equipamento para movimentação de tambores;Closed;Tier 1;Luis Guilherme Israel de Carvalho;Natalia Quaresma;Samira Gaspar;No;No;Safety and Environmental;dez 11, 2018;fev 18, 2019;abr 30, 2019;mai 15, 2019;;set 20, 2021;SHE;;;;;Raquel Pinto Lopes
Cruzeiro;CR007239;Revisão o procedimento de formulação do Matabicheiras Cooper Líquido e seu respectivo Batch Record;Closed;Tier 1;;Lucas Cardoso dos Santos;Samira Gaspar;;;;dez 11, 2018;dez 12, 2018;dez 19, 2018;jan 3, 2019;;dez 17, 2018;;;;;;
Cruzeiro;CR007113;Troca do Forro da Formulação Ectos I;Cancelled;;;Sergio Baetas;;;;;dez 5, 2018;;;;;;;;;;;
Cruzeiro;CR007111;Troca do forro dos vestiários;Cancelled;;;Sergio Baetas;;;;;dez 5, 2018;;;;;;;;;;;
Cruzeiro;CR007078;Instalação de batocadeira no processo de envase do produto Panacur Susp. 10 % 20 mL;Cancelled;Tier 1;Sara Souto;Sara Souto;Samira Gaspar;No;No;Business/process improvement or change;dez 3, 2018;;;;;;Process Control/Development;;;;;
Cruzeiro;CR007069;Retrabalho - Troca dos rótulos Frascos e Rótulos caixa do produto 5000197 Fluxacur 5L - South África 015/18;Cancelled;;;Eduardo Barros;;;;Quality/Compliance;dez 1, 2018;;;;;;;;;;;
Cruzeiro;CR006989;Retrabalho - Endal Plus Lote 010/18 - Adição de água purificada (borrifada);Cancelled;;;Eduardo Barros;;;;Quality/Compliance;nov 27, 2018;;;;;;;;;;;
Cruzeiro;CR006901;Alteração do posicionamento da válvula SF9 no sistema de envase Serac (ENVL001C) / Envase I (Endos);Closed;Tier 1;;Murilo Antunes;Maria Leticia Vilas Boas;;;;nov 21, 2018;nov 23, 2018;nov 30, 2018;dez 15, 2018;;dez 1, 2018;;;;;;
Cruzeiro;CR006888;Como consequência da alteração do processo produtivo, com a inclusão do Misturador Cônico está sendo adequada a especificação de liberação do teor do Azium comprimidos.;Closed;Tier 2;Suyane Zaparoli;Suyane Zaparoli;Samira Gaspar;No;Yes;Business/process improvement or change;nov 20, 2018;nov 26, 2018;dez 7, 2018;dez 22, 2018;set 20, 2021;set 20, 2021;Validation/Qualification;Izabel Barcza;;;;Raquel Pinto Lopes
Cruzeiro;CR006793;Inclusão dos itens de GMP nos Bathces Records e procedimentos.;Closed;Tier 1;;Lucas Cardoso dos Santos;Samira Gaspar;;;;nov 14, 2018;nov 23, 2018;nov 21, 2019;dez 6, 2019;;set 27, 2021;;;;;;
Cruzeiro;CR006749;Adequação da quantidade de Arol de acordo com a média da densidade dos lotes fabricados em 2018 do produto Triatox/Taktic;Closed;Tier 1;Juliana Silva;Renata Lima;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;nov 12, 2018;jan 25, 2019;abr 30, 2019;mai 15, 2019;;set 20, 2021;GTO-PTS;;;;;"Raquel Pinto Lopes; Aline Ishziuka"
Cruzeiro;CR006688;Alteração da especificação microbiológica para o produto Tick Gard;Closed;Tier 2;Juliana Silva;Juliana Silva;Samira Gaspar;No;Yes;Quality/Compliance;nov 7, 2018;jan 23, 2019;mai 24, 2019;jun 8, 2019;set 22, 2021;set 22, 2021;GTO-PTS;Izabel Barcza;;;;Raquel Pinto Lopes
Cruzeiro;CR006672;Alteração de Parâmetro de Injeção de Camisa Inerte;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;nov 6, 2018;nov 8, 2018;nov 30, 2018;dez 15, 2018;;dez 14, 2018;;;;;;
Cruzeiro;CR006596;Elevação da tubulação de descarte de resíduo do Sistema de Envase II Suspensões;Closed;Tier 1;;Iara Roma;Samira Gaspar;;;;out 30, 2018;nov 20, 2018;nov 14, 2018;nov 29, 2018;;nov 22, 2018;;;;;;
Cruzeiro;CR006570;Transporte de produtos perigosos utilizando o conceito de Quantidade Limitada;Closed;Tier 1;Vilmar Alves;Vilmar Alves;Samira Gaspar;No;No;Business/process improvement or change;out 27, 2018;dez 18, 2018;abr 30, 2019;mai 15, 2019;;set 21, 2021;Packaging;;;;;Raquel Pinto Lopes
Cruzeiro;CR006556;Incluir os cálculos simplificados inseridos no Empower nas técnicas de análise com ensaios em CG e HPLC;Closed;Tier 1;;Aline Bormio;Samira Gaspar;;;;out 26, 2018;fev 7, 2019;nov 20, 2020;dez 5, 2020;;set 27, 2021;;;;;;
Cruzeiro;CR006524;Adição extra de 0,070 kg de abamectina na formulação de Sofomax 014/18;Cancelled;;;Eduardo Barros;;;;Business/process improvement or change;out 24, 2018;;;;;;;;;;;
Cruzeiro;CR006520;Adequação dos Batches Records de Triatox/Taktic 40 ml para adequação à nova Fórmula;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;out 24, 2018;out 25, 2018;dez 14, 2018;dez 29, 2018;;mai 2, 2019;;;;;;
Cruzeiro;CR006513;Criação de uma nova embalagem para o produto Butox 5% EC 40ml para o pais Peru (embalagem primaria e secundária).;Closed;Tier 1;Cristina Novaes;Cristina Novaes;Samira Gaspar;No;No;Business/process improvement or change;out 23, 2018;out 30, 2018;jun 18, 2021;jul 3, 2021;;set 25, 2021;Planning;;;;;Aline Ishziuka
Cruzeiro;CR006508;Instalação da nova bomba e do trecho de tubulação para o sistema de formulação de Calminex;Closed;Tier 1;Eduardo Barros;Eduardo Barros;Samira Gaspar;No;No;Business/process improvement or change;out 23, 2018;nov 9, 2018;mai 15, 2019;mai 30, 2019;;set 25, 2021;Manufacturing;;;;;Raquel Pinto Lopes
Cruzeiro;CR006507;Aquisição de encadernadora para logbook;Closed;Tier 1;Samira Gaspar;Samira Gaspar;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;out 23, 2018;nov 24, 2018;abr 23, 2021;mai 8, 2021;;mai 10, 2021;Quality Assurance;;;;;Raquel Pinto Lopes
Cruzeiro;CR006456;Revisão de procedimento e Batch Record de Endal Plus em conformidade com o relatório de validação PVP(003/17).;Closed;Tier 1;;Lucas Cardoso dos Santos;Samira Gaspar;;;;out 18, 2018;out 22, 2018;dez 14, 2018;dez 29, 2018;;jan 31, 2019;;;;;;
Cruzeiro;CR006449;Adequação das especificação das tampas fornecidas pela Soroplast com as especificações da MSD;Closed;Tier 1;;Sara Souto;Samira Gaspar;;;;out 18, 2018;out 22, 2018;nov 30, 2018;dez 15, 2018;;dez 14, 2018;;;;;;
Cruzeiro;CR006372;Alteração do produto pior caso para a limpeza dos equipamentos do sistema produtivo dos Comprimidos;Cancelled;;;Iara Roma;;;;;out 15, 2018;;;;;;;;;;;
Cruzeiro;CR006370;Revisão da planilha de correção de ativo para atualizar o cálculo de Triatox;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;out 15, 2018;out 17, 2018;nov 30, 2018;dez 15, 2018;;nov 21, 2018;;;;;;
